user_id,signup_date,user_tier,org_size
user_384,2025-02-04,premium,medium
user_385,2025-02-28,free,small
user_386,2025-01-26,free,small
user_387,2025-02-09,free,small
user_388,2025-02-12,free,small
user_389,2025-02-04,premium,medium
user_390,2025-02-13,premium,small
user_391,2025-01-12,free,small
user_392,2025-02-28,premium,medium
user_393,2025-02-26,free,small
user_394,2025-01-16,premium,medium
user_395,2025-01-21,free,medium
user_396,2025-01-16,premium,small
user_397,2025-01-25,free,medium
user_398,2025-02-10,premium,small
user_399,2025-01-10,free,large
user_400,2025-01-26,free,large
user_401,2025-01-14,free,medium
user_402,2025-02-20,premium,large
user_403,2025-01-23,free,medium
user_404,2025-02-21,premium,small
user_405,2025-02-11,free,medium
user_406,2025-01-24,free,small
user_407,2025-02-03,premium,small
user_408,2025-01-26,free,small
user_409,2025-01-15,premium,small
user_410,2025-01-22,free,medium
user_411,2025-01-16,free,medium
user_412,2025-01-02,free,medium
user_413,2025-01-30,free,small
user_414,2025-01-18,premium,medium
user_415,2025-02-08,free,small
user_416,2025-02-18,free,small
user_417,2025-02-26,free,small
user_418,2025-02-26,free,small
user_419,2025-02-08,free,medium
user_420,2025-02-18,free,small
user_421,2025-01-30,premium,medium
user_422,2025-02-06,free,small
user_423,2025-02-15,free,small
user_424,2025-02-26,free,small
user_425,2025-02-27,free,small
user_426,2025-03-01,free,medium
user_427,2025-02-15,free,large
user_428,2025-02-03,free,large
user_429,2025-02-28,free,medium
user_430,2025-02-23,free,small
user_431,2025-01-10,free,small
user_432,2025-02-10,free,medium
user_433,2025-01-06,premium,medium
user_434,2025-01-23,premium,large
user_435,2025-02-27,free,small
user_436,2025-02-04,free,medium
user_437,2025-01-24,premium,small
user_438,2025-01-13,free,small
user_439,2025-01-09,premium,medium
user_440,2025-01-11,premium,small
user_441,2025-01-28,free,small
user_442,2025-02-03,premium,medium
user_443,2025-02-09,premium,medium
user_444,2025-02-03,free,small
user_445,2025-01-08,free,small
user_446,2025-01-18,free,small
user_447,2025-01-13,premium,large
user_448,2025-02-19,free,small
user_449,2025-01-29,premium,small
user_450,2025-02-09,free,small
user_451,2025-02-14,free,small
user_452,2025-01-16,free,medium
user_453,2025-02-28,free,small
user_454,2025-02-14,free,medium
user_455,2025-01-27,free,small
user_456,2025-02-12,premium,small
user_457,2025-01-31,premium,small
user_458,2025-02-12,free,large
user_459,2025-01-18,premium,medium
user_460,2025-01-29,free,small
user_461,2025-01-13,free,large
user_462,2025-01-17,free,small
user_463,2025-01-24,premium,small
user_464,2025-01-19,free,small
user_465,2025-02-01,premium,small
user_466,2025-01-15,premium,small
user_467,2025-01-04,free,medium
user_468,2025-01-04,free,medium
user_469,2025-01-22,free,small
user_470,2025-01-22,free,small
user_471,2025-02-19,premium,medium
user_472,2025-01-12,free,small
user_473,2025-01-12,free,small
user_474,2025-01-06,free,medium
user_475,2025-01-11,free,small
user_476,2025-02-15,free,large
user_477,2025-02-04,free,small
user_478,2025-02-24,premium,small
user_479,2025-02-01,free,medium
user_480,2025-01-22,free,medium
user_481,2025-02-13,free,medium
user_482,2025-02-16,free,medium
user_483,2025-01-06,free,small
user_484,2025-02-28,free,medium
user_485,2025-01-15,free,small
user_486,2025-02-18,free,small
user_487,2025-01-15,free,small
user_488,2025-03-01,free,medium
user_489,2025-02-22,free,small
user_490,2025-02-19,free,medium
user_491,2025-02-13,free,large
user_492,2025-01-03,free,small
user_493,2025-01-30,free,small
user_494,2025-02-13,free,small
user_495,2025-02-17,free,small
user_496,2025-02-23,free,small
user_497,2025-01-08,free,small
user_498,2025-01-08,free,medium
user_499,2025-01-18,free,medium
user_500,2025-02-01,free,medium
user_501,2025-03-01,free,small
user_502,2025-01-22,free,small
user_503,2025-01-12,premium,small
user_504,2025-01-16,free,small
user_505,2025-02-02,free,small
user_506,2025-03-01,free,small
user_507,2025-02-10,free,small
user_508,2025-02-21,free,small
user_509,2025-02-07,free,medium
user_510,2025-02-19,premium,small
user_511,2025-02-13,free,medium
user_512,2025-01-03,premium,small
user_513,2025-01-09,free,small
user_514,2025-02-19,premium,large
user_515,2025-01-28,premium,small
user_516,2025-02-28,free,medium
user_517,2025-01-16,free,medium
user_518,2025-01-26,free,small
user_519,2025-03-01,free,small
user_520,2025-02-23,free,medium
user_521,2025-01-25,premium,small
user_522,2025-02-24,free,medium
user_523,2025-01-29,free,medium
user_524,2025-02-20,free,small
user_525,2025-01-19,free,large
user_526,2025-02-10,free,small
user_527,2025-02-20,free,small
user_528,2025-01-15,free,small
user_529,2025-01-30,premium,small
user_530,2025-01-24,free,small
user_531,2025-02-13,free,small
user_532,2025-02-19,premium,small
user_533,2025-02-05,free,small
user_534,2025-02-05,premium,large
user_535,2025-01-06,free,large
user_536,2025-02-27,premium,small
user_537,2025-02-14,free,medium
user_538,2025-02-02,free,medium
user_539,2025-02-17,free,medium
user_540,2025-01-14,premium,small
user_541,2025-01-05,free,small
user_542,2025-02-23,premium,small
user_543,2025-02-25,free,medium
user_544,2025-02-08,free,small
user_545,2025-02-26,free,medium
user_546,2025-01-05,free,medium
user_547,2025-02-25,free,small
user_548,2025-01-31,free,small
user_549,2025-01-14,free,small
user_550,2025-01-12,premium,small
user_551,2025-01-20,free,large
user_552,2025-02-26,free,small
user_553,2025-02-26,free,small
user_554,2025-01-12,free,medium
user_555,2025-02-13,free,medium
user_556,2025-01-06,free,small
user_557,2025-02-19,premium,small
user_558,2025-02-06,premium,small
user_559,2025-02-24,free,small
user_560,2025-02-28,free,small
user_561,2025-01-14,free,small
user_562,2025-02-19,premium,small
user_563,2025-02-03,free,large
user_564,2025-02-08,free,small
user_565,2025-02-19,free,small
user_566,2025-01-23,free,small
user_567,2025-01-16,premium,medium
user_568,2025-01-08,premium,small
user_569,2025-01-08,free,small
user_570,2025-02-16,free,medium
user_571,2025-02-24,premium,small
user_572,2025-01-30,free,medium
user_573,2025-01-08,premium,medium
user_574,2025-01-27,premium,medium
user_575,2025-02-02,free,large
user_576,2025-01-14,free,medium
user_577,2025-01-26,free,small
user_578,2025-01-06,free,medium
user_579,2025-01-25,premium,medium
user_580,2025-01-13,free,small
user_581,2025-02-03,free,small
user_582,2025-02-07,free,large
user_583,2025-01-13,free,small
user_584,2025-01-11,free,small
user_585,2025-01-07,free,small
user_586,2025-01-12,free,small
user_587,2025-01-19,free,small
user_588,2025-02-18,free,small
user_589,2025-02-07,free,medium
user_590,2025-02-15,free,medium
user_591,2025-01-09,free,medium
user_592,2025-02-17,premium,large
user_593,2025-01-29,free,small
user_594,2025-02-03,free,small
user_595,2025-02-05,free,medium
user_596,2025-01-06,free,medium
user_597,2025-02-12,free,small
user_598,2025-02-24,premium,small
user_599,2025-01-15,free,large
user_600,2025-01-15,free,small
user_601,2025-01-19,free,small
user_602,2025-02-17,free,medium
user_603,2025-01-29,premium,small
user_604,2025-01-16,free,medium
user_605,2025-01-02,free,small
user_606,2025-01-25,free,small
user_607,2025-02-13,free,small
user_608,2025-01-07,free,medium
user_609,2025-02-11,premium,small
user_610,2025-02-23,premium,small
user_611,2025-02-25,free,small
user_612,2025-01-13,free,medium
user_613,2025-01-22,free,medium
user_614,2025-01-15,free,small
user_615,2025-02-11,premium,small
user_616,2025-01-26,free,small
user_617,2025-01-24,premium,small
user_618,2025-01-10,premium,medium
user_619,2025-01-10,free,small
user_620,2025-02-16,free,medium
user_621,2025-02-02,free,small
user_622,2025-02-17,free,small
user_623,2025-01-07,free,small
user_624,2025-01-14,free,small
user_625,2025-01-25,premium,small
user_626,2025-01-21,free,small
user_627,2025-02-08,free,small
user_628,2025-01-24,free,small
user_629,2025-01-26,free,large
user_630,2025-02-14,free,small
user_631,2025-02-02,free,small
user_632,2025-02-02,free,small
user_633,2025-01-04,free,medium
user_634,2025-03-01,premium,small
user_635,2025-01-21,free,small
user_636,2025-01-03,free,small
user_637,2025-01-03,free,small
user_638,2025-02-13,free,small
user_639,2025-02-03,free,small
user_640,2025-01-22,free,large
user_641,2025-01-13,free,medium
user_642,2025-02-24,free,small
user_643,2025-02-26,premium,small
user_644,2025-01-16,free,medium
user_645,2025-01-16,free,small
user_646,2025-02-20,free,large
user_647,2025-02-09,free,small
user_648,2025-01-30,free,medium
user_649,2025-01-18,free,medium
user_650,2025-02-22,premium,medium
user_651,2025-02-03,free,small
user_652,2025-01-23,free,small
user_653,2025-01-21,free,small
user_654,2025-01-01,free,small
user_655,2025-01-23,premium,medium
user_656,2025-01-06,premium,small
user_657,2025-01-22,free,small
user_658,2025-01-12,premium,small
user_659,2025-01-18,free,medium
user_660,2025-02-11,premium,medium
user_661,2025-01-16,free,medium
user_662,2025-01-15,free,small
user_663,2025-01-02,free,large
user_664,2025-01-18,free,medium
user_665,2025-01-25,free,small
user_666,2025-01-31,free,medium
user_667,2025-02-23,premium,small
user_668,2025-02-04,free,small
user_669,2025-02-22,free,small
user_670,2025-01-04,free,large
user_671,2025-03-01,free,small
user_672,2025-01-28,free,small
user_673,2025-01-18,free,medium
user_674,2025-02-01,free,medium
user_675,2025-03-01,free,small
user_676,2025-01-05,free,small
user_677,2025-01-02,free,medium
user_678,2025-01-31,free,large
user_679,2025-01-19,free,small
user_680,2025-01-28,free,small
user_681,2025-01-16,free,medium
user_682,2025-01-04,premium,medium
user_683,2025-02-08,free,small
user_684,2025-02-05,free,small
user_685,2025-02-06,premium,small
user_686,2025-02-04,free,small
user_687,2025-01-14,free,small
user_688,2025-01-05,free,small
user_689,2025-01-27,free,medium
user_690,2025-01-21,free,small
user_691,2025-02-08,free,small
user_692,2025-01-26,free,large
user_693,2025-01-18,free,small
user_694,2025-01-17,free,small
user_695,2025-01-21,premium,small
user_696,2025-01-26,free,medium
user_697,2025-02-17,free,small
user_698,2025-02-10,free,medium
user_699,2025-02-11,free,medium
user_700,2025-02-10,free,medium
user_701,2025-02-10,free,small
user_702,2025-01-29,free,large
user_703,2025-03-01,free,medium
user_704,2025-02-24,free,medium
user_705,2025-01-08,free,medium
user_706,2025-01-23,free,small
user_707,2025-02-01,premium,small
user_708,2025-01-08,free,small
user_709,2025-02-12,free,medium
user_710,2025-02-04,free,large
user_711,2025-01-21,free,small
user_712,2025-02-05,free,medium
user_713,2025-01-07,free,small
user_714,2025-02-27,free,medium
user_715,2025-02-01,free,small
user_716,2025-02-16,free,large
user_717,2025-01-31,free,small
user_718,2025-01-09,free,small
user_719,2025-02-18,free,small
user_720,2025-02-10,free,small
user_721,2025-02-19,free,small
user_722,2025-01-27,premium,medium
user_723,2025-02-22,premium,small
user_724,2025-02-01,free,small
user_725,2025-01-15,free,small
user_726,2025-01-09,free,small
user_727,2025-03-01,free,small
user_728,2025-02-21,free,small
user_729,2025-02-01,free,small
user_730,2025-01-21,free,medium
user_731,2025-02-24,premium,small
user_732,2025-02-16,free,medium
user_733,2025-01-21,premium,medium
user_734,2025-02-15,free,medium
user_735,2025-01-11,free,medium
user_736,2025-01-25,premium,small
user_737,2025-01-18,free,medium
user_738,2025-02-21,premium,small
user_739,2025-02-20,free,small
user_740,2025-01-22,free,small
user_741,2025-02-25,free,small
user_742,2025-01-23,free,medium
user_743,2025-02-16,premium,small
user_744,2025-01-08,free,small
user_745,2025-01-01,free,medium
user_746,2025-01-04,free,small
user_747,2025-02-11,free,small
user_748,2025-01-21,free,medium
user_749,2025-01-27,free,small
user_750,2025-01-09,free,small
user_751,2025-01-26,premium,medium
user_752,2025-01-14,free,large
user_753,2025-02-26,free,medium
user_754,2025-01-31,free,medium
user_755,2025-02-06,free,small
user_756,2025-01-04,free,medium
user_757,2025-02-04,free,medium
user_758,2025-02-23,free,small
user_759,2025-02-07,free,small
user_760,2025-02-14,free,small
user_761,2025-01-04,free,medium
user_762,2025-02-06,free,small
user_763,2025-01-04,free,small
user_764,2025-01-30,premium,small
user_765,2025-03-01,free,medium
user_766,2025-01-19,free,small
user_767,2025-01-30,premium,small
user_768,2025-02-05,free,small
user_769,2025-02-05,free,medium
user_770,2025-02-02,free,small
user_771,2025-02-28,premium,medium
user_772,2025-02-26,premium,medium
user_773,2025-01-17,free,small
user_774,2025-02-16,free,small
user_775,2025-01-14,free,medium
user_776,2025-01-26,free,small
user_777,2025-01-10,free,small
user_778,2025-02-18,free,small
user_779,2025-01-06,free,small
user_780,2025-02-22,free,medium
user_781,2025-01-26,premium,medium
user_782,2025-02-06,free,small
user_783,2025-01-05,free,medium
user_784,2025-02-08,premium,large
user_785,2025-01-24,free,medium
user_786,2025-02-23,free,small
user_787,2025-02-26,free,medium
user_788,2025-02-05,free,small
user_789,2025-02-11,free,small
user_790,2025-02-04,free,medium
user_791,2025-01-10,free,medium
user_792,2025-02-11,premium,small
user_793,2025-01-09,free,small
user_794,2025-01-20,free,small
user_795,2025-01-21,free,small
user_796,2025-01-07,free,small
user_797,2025-02-01,free,large
user_798,2025-01-15,premium,small
user_799,2025-01-26,free,small
user_800,2025-02-26,free,large
user_801,2025-01-05,free,small
user_802,2025-01-24,free,small
user_803,2025-01-21,free,small
user_804,2025-02-10,free,medium
user_805,2025-02-11,free,medium
user_806,2025-02-02,free,small
user_807,2025-02-03,free,small
user_808,2025-02-08,free,small
user_809,2025-01-06,free,medium
user_810,2025-01-10,free,large
user_811,2025-02-17,free,small
user_812,2025-01-16,free,medium
user_813,2025-01-22,free,medium
user_814,2025-02-07,premium,small
user_815,2025-02-20,free,small
user_816,2025-01-07,premium,small
user_817,2025-01-04,free,small
user_818,2025-02-25,free,medium
user_819,2025-02-21,premium,small
user_820,2025-02-10,free,medium
user_821,2025-02-18,free,small
user_822,2025-01-03,premium,small
user_823,2025-02-21,free,small
user_824,2025-01-23,premium,small
user_825,2025-01-19,free,small
user_826,2025-01-12,free,small
user_827,2025-01-28,free,small
user_828,2025-01-08,free,small
user_829,2025-02-17,premium,small
user_830,2025-03-01,free,medium
user_831,2025-01-07,free,small
user_832,2025-01-27,free,large
user_833,2025-02-02,free,small
user_834,2025-01-08,premium,medium
user_835,2025-02-12,free,medium
user_836,2025-02-15,free,medium
user_837,2025-01-12,free,small
user_838,2025-01-01,free,large
user_839,2025-01-21,free,small
user_840,2025-01-28,premium,small
user_841,2025-02-24,free,medium
user_842,2025-01-03,free,medium
user_843,2025-02-03,free,small
user_844,2025-02-04,free,medium
user_845,2025-02-21,premium,small
user_846,2025-03-01,free,small
user_847,2025-02-16,free,small
user_848,2025-01-24,free,medium
user_849,2025-01-28,free,small
user_850,2025-01-28,premium,small
user_851,2025-01-21,free,large
user_852,2025-02-20,free,medium
user_853,2025-02-26,free,small
user_854,2025-01-17,premium,small
user_855,2025-01-15,free,small
user_856,2025-01-16,free,small
user_857,2025-02-25,free,small
user_858,2025-01-09,free,large
user_859,2025-02-24,free,medium
user_860,2025-01-04,premium,small
user_861,2025-01-15,free,small
user_862,2025-02-22,free,medium
user_863,2025-02-05,premium,medium
user_864,2025-02-04,free,medium
user_865,2025-02-20,premium,medium
user_866,2025-01-23,free,small
user_867,2025-02-15,free,medium
user_868,2025-01-08,free,small
user_869,2025-01-14,free,small
user_870,2025-02-09,free,large
user_871,2025-01-23,free,medium
user_872,2025-02-15,premium,medium
user_873,2025-01-09,premium,large
user_874,2025-01-14,free,small
user_875,2025-02-24,free,medium
user_876,2025-02-21,free,medium
user_877,2025-02-05,free,small
user_878,2025-02-02,free,small
user_879,2025-01-11,free,small
user_880,2025-01-14,free,small
user_881,2025-01-04,premium,medium
user_882,2025-02-15,free,large
user_883,2025-02-24,free,medium
user_884,2025-02-17,free,small
user_885,2025-02-15,premium,small
user_886,2025-01-05,free,small
user_887,2025-02-13,free,small
user_888,2025-01-09,free,medium
user_889,2025-01-24,premium,small
user_890,2025-01-23,free,small
user_891,2025-01-12,free,small
user_892,2025-01-19,premium,small
user_893,2025-02-09,premium,small
user_894,2025-02-26,free,small
user_895,2025-01-07,free,small
user_896,2025-01-12,free,medium
user_897,2025-01-02,free,small
user_898,2025-02-10,free,medium
user_899,2025-01-06,premium,small
